time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,303,30,90,34
2026-04-28 00:00:00+00:00,679,45,85,27
2026-04-29 00:00:00+00:00,989,89,126,40
2026-04-30 00:00:00+00:00,662,35,122,36
2026-05-01 00:00:00+00:00,711,38,136,33
2026-05-02 00:00:00+00:00,414,41,119,24
2026-05-03 00:00:00+00:00,276,64,96,29
2026-05-04 00:00:00+00:00,812,36,106,26
2026-05-05 00:00:00+00:00,1173,31,142,27
2026-05-06 00:00:00+00:00,1540,54,108,32
2026-05-07 00:00:00+00:00,1530,77,144,28
2026-05-08 00:00:00+00:00,1739,80,119,30
2026-05-09 00:00:00+00:00,2063,80,108,15
2026-05-10 00:00:00+00:00,1227,46,59,16
