time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-05 00:00:00+00:00,304,11,301,23
2025-06-06 00:00:00+00:00,374,12,268,21
2025-06-07 00:00:00+00:00,326,14,217,15
2025-06-08 00:00:00+00:00,243,13,165,13
2025-06-09 00:00:00+00:00,338,16,336,26
2025-06-10 00:00:00+00:00,142,5,244,29
2025-06-11 00:00:00+00:00,583,21,686,29
2025-06-12 00:00:00+00:00,527,23,497,31
2025-06-13 00:00:00+00:00,584,24,771,31
2025-06-14 00:00:00+00:00,173,16,159,10
2025-06-15 00:00:00+00:00,249,13,297,11
2025-06-16 00:00:00+00:00,553,29,706,30
2025-06-17 00:00:00+00:00,357,23,368,22
2025-06-18 00:00:00+00:00,478,24,686,27
