time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,192.0,13.0,230,28
2025-08-08 00:00:00+00:00,179.0,40.0,169,29
2025-08-09 00:00:00+00:00,326.0,105.0,91,9
2025-08-10 00:00:00+00:00,544.0,57.0,103,11
2025-08-11 00:00:00+00:00,257.0,12.0,280,33
2025-08-12 00:00:00+00:00,145.0,7.0,160,30
2025-08-13 00:00:00+00:00,26.0,3.0,144,20
2025-08-14 00:00:00+00:00,1.0,1.0,176,23
2025-08-15 00:00:00+00:00,,,73,19
2025-08-16 00:00:00+00:00,,,65,13
2025-08-17 00:00:00+00:00,,,95,18
2025-08-18 00:00:00+00:00,,,147,20
2025-08-19 00:00:00+00:00,,,104,15
2025-08-20 00:00:00+00:00,,,47,14
