time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-11 00:00:00+00:00,120,3,184,7
2024-02-12 00:00:00+00:00,64,4,173,9
2024-02-13 00:00:00+00:00,153,2,202,10
2024-02-14 00:00:00+00:00,84,3,120,16
2024-02-15 00:00:00+00:00,25,3,142,11
2024-02-16 00:00:00+00:00,37,1,68,11
2024-02-17 00:00:00+00:00,34,4,52,5
2024-02-18 00:00:00+00:00,7,1,66,11
2024-02-19 00:00:00+00:00,20,3,26,5
2024-02-20 00:00:00+00:00,139,5,321,13
2024-02-21 00:00:00+00:00,79,2,108,10
2024-02-22 00:00:00+00:00,60,8,243,15
2024-02-23 00:00:00+00:00,140,7,698,21
2024-02-24 00:00:00+00:00,193,2,280,12
