time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-22 00:00:00+00:00,35,3,219,27
2024-07-23 00:00:00+00:00,133,3,234,22
2024-07-24 00:00:00+00:00,84,2,224,16
2024-07-25 00:00:00+00:00,57,4,191,25
2024-07-26 00:00:00+00:00,176,1,244,19
2024-07-27 00:00:00+00:00,272,4,493,13
2024-07-28 00:00:00+00:00,263,4,302,17
2024-07-29 00:00:00+00:00,277,1,564,21
2024-07-30 00:00:00+00:00,80,1,359,24
2024-07-31 00:00:00+00:00,115,3,351,17
2024-08-01 00:00:00+00:00,141,2,643,25
2024-08-02 00:00:00+00:00,180,4,335,18
2024-08-03 00:00:00+00:00,201,4,176,9
2024-08-04 00:00:00+00:00,118,3,83,12
