time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-26 00:00:00+00:00,89,17,203,36
2025-09-27 00:00:00+00:00,30,8,114,16
2025-09-28 00:00:00+00:00,110,20,91,20
2025-09-29 00:00:00+00:00,139,23,199,23
2025-09-30 00:00:00+00:00,67,16,162,31
2025-10-01 00:00:00+00:00,61,18,196,46
2025-10-02 00:00:00+00:00,25,10,91,32
2025-10-03 00:00:00+00:00,133,3,81,20
2025-10-04 00:00:00+00:00,102,20,72,20
2025-10-05 00:00:00+00:00,89,25,122,33
2025-10-06 00:00:00+00:00,102,16,247,46
2025-10-07 00:00:00+00:00,184,12,172,30
2025-10-08 00:00:00+00:00,259,24,178,38
2025-10-09 00:00:00+00:00,110,19,179,31
