time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-17 00:00:00+00:00,234,7,214,20
2025-07-18 00:00:00+00:00,393,28,245,23
2025-07-19 00:00:00+00:00,720,24,237,11
2025-07-20 00:00:00+00:00,422,16,73,11
2025-07-21 00:00:00+00:00,243,15,287,23
2025-07-22 00:00:00+00:00,172,11,252,28
2025-07-23 00:00:00+00:00,102,6,177,19
2025-07-24 00:00:00+00:00,83,11,191,29
2025-07-25 00:00:00+00:00,130,10,307,38
2025-07-26 00:00:00+00:00,184,17,74,17
2025-07-27 00:00:00+00:00,44,6,61,13
2025-07-28 00:00:00+00:00,35,5,142,26
2025-07-29 00:00:00+00:00,641,462,272,29
2025-07-30 00:00:00+00:00,660,526,191,30
