time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-20 00:00:00+00:00,367,92,166,41
2026-01-21 00:00:00+00:00,525,19,246,36
2026-01-22 00:00:00+00:00,172,12,234,34
2026-01-23 00:00:00+00:00,290,9,181,27
2026-01-24 00:00:00+00:00,517,13,141,20
2026-01-25 00:00:00+00:00,32,6,74,25
2026-01-26 00:00:00+00:00,294,11,168,32
2026-01-27 00:00:00+00:00,194,12,196,29
2026-01-28 00:00:00+00:00,220,18,198,44
2026-01-29 00:00:00+00:00,923,23,519,35
2026-01-30 00:00:00+00:00,200,8,142,41
2026-01-31 00:00:00+00:00,1037,31,213,23
2026-02-01 00:00:00+00:00,1725,33,127,27
2026-02-02 00:00:00+00:00,1139,31,211,54
