time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-17 00:00:00+00:00,219,4,155,13
2025-04-18 00:00:00+00:00,19,5,99,20
2025-04-19 00:00:00+00:00,14,7,44,10
2025-04-20 00:00:00+00:00,86,1,52,8
2025-04-21 00:00:00+00:00,66,3,100,14
2025-04-22 00:00:00+00:00,4,2,87,25
2025-04-23 00:00:00+00:00,67,6,60,15
2025-04-24 00:00:00+00:00,121,5,164,23
2025-04-25 00:00:00+00:00,262,10,134,15
2025-04-26 00:00:00+00:00,32,5,53,18
2025-04-27 00:00:00+00:00,22,4,177,16
2025-04-28 00:00:00+00:00,33,2,213,30
2025-04-29 00:00:00+00:00,13,5,133,23
2025-04-30 00:00:00+00:00,88,7,166,25
