time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-02 00:00:00+00:00,134,3,91,15
2025-05-03 00:00:00+00:00,41,4,16,6
2025-05-04 00:00:00+00:00,6,4,44,7
2025-05-05 00:00:00+00:00,41,6,134,13
2025-05-06 00:00:00+00:00,60,5,106,12
2025-05-07 00:00:00+00:00,44,7,149,17
2025-05-08 00:00:00+00:00,132,11,105,13
2025-05-09 00:00:00+00:00,139,10,279,29
2025-05-10 00:00:00+00:00,79,5,115,13
2025-05-11 00:00:00+00:00,16,8,112,12
2025-05-12 00:00:00+00:00,17,12,140,30
2025-05-13 00:00:00+00:00,84,13,249,24
2025-05-14 00:00:00+00:00,114,9,364,21
2025-05-15 00:00:00+00:00,98,10,156,22
